Sensore,Data,Temperatura
S14,2021-08-10,20
S15,2021-08-10,53
S1,2021-08-11,50
S2,2021-08-11,53
S3,2021-08-11,58
S4,2021-08-11,38
S5,2021-08-11,20
S6,2021-08-11,50
S7,2021-08-11,10
S8,2021-08-11,52
S9,2021-08-11,21
S10,2021-08-11,21
S11,2021-08-11,19
S12,2021-08-11,16
S13,2021-08-11,19
S14,2021-08-11,32
S15,2021-08-11,46
S1,2021-08-12,36
S2,2021-08-12,12
S3,2021-08-12,53
S4,2021-08-12,35
S5,2021-08-12,27
S6,2021-08-12,37
S7,2021-08-12,11
S8,2021-08-12,31
S9,2021-08-12,35
S10,2021-08-12,17
S11,2021-08-12,22
S12,2021-08-12,16
S13,2021-08-12,40
S14,2021-08-12,54
S15,2021-08-12,41
S1,2021-08-13,42
S2,2021-08-13,10
S3,2021-08-13,30
S4,2021-08-13,30
S5,2021-08-13,11
S6,2021-08-13,12
S7,2021-08-13,25
S8,2021-08-13,10
S9,2021-08-13,62
S10,2021-08-13,17
S11,2021-08-13,44
S12,2021-08-13,27
S13,2021-08-13,63
S14,2021-08-13,20
S15,2021-08-13,15
S1,2021-08-14,20
S2,2021-08-14,10
S3,2021-08-14,44
S4,2021-08-14,28
S5,2021-08-14,64
S6,2021-08-14,36
S7,2021-08-14,17
S8,2021-08-14,26
S9,2021-08-14,58
S10,2021-08-14,25
S11,2021-08-14,49
S12,2021-08-14,32
S13,2021-08-14,32
S14,2021-08-14,31
S15,2021-08-14,63
S1,2021-08-15,44
S2,2021-08-15,34
S3,2021-08-15,62
S4,2021-08-15,45
S5,2021-08-15,44
S6,2021-08-15,18
S7,2021-08-15,50
S8,2021-08-15,53
S9,2021-08-15,31
S10,2021-08-15,43
S11,2021-08-15,20
S12,2021-08-15,11
S13,2021-08-15,55
S14,2021-08-15,28
S15,2021-08-15,48
S1,2021-08-16,20
S2,2021-08-16,13
S3,2021-08-16,20
S4,2021-08-16,30
S5,2021-08-16,61
S6,2021-08-16,22
S7,2021-08-16,37
S8,2021-08-16,22
S9,2021-08-16,54
S10,2021-08-16,15
S11,2021-08-16,34
S12,2021-08-16,49
S13,2021-08-16,37
S14,2021-08-16,15
S15,2021-08-16,27
S1,2021-08-17,44
S2,2021-08-17,58
S3,2021-08-17,44
S4,2021-08-17,64
S5,2021-08-17,38
S6,2021-08-17,20
S7,2021-08-17,29
S8,2021-08-17,28
S9,2021-08-17,41
S10,2021-08-17,61
S11,2021-08-17,34
S12,2021-08-17,21
S13,2021-08-17,23
S14,2021-08-17,49
S15,2021-08-17,53
S1,2021-08-18,34
S2,2021-08-18,27
S3,2021-08-18,63
S4,2021-08-18,19
S5,2021-08-18,15
S6,2021-08-18,46
S7,2021-08-18,22
S8,2021-08-18,11
S9,2021-08-18,34
S10,2021-08-18,51
S11,2021-08-18,17
S12,2021-08-18,21
S13,2021-08-18,17
S14,2021-08-18,39
S15,2021-08-18,19
S1,2021-08-19,34
S2,2021-08-19,23
S3,2021-08-19,47
S4,2021-08-19,13
S5,2021-08-19,63
S6,2021-08-19,27
S7,2021-08-19,32
S8,2021-08-19,56
S9,2021-08-19,54
S10,2021-08-19,38
S11,2021-08-19,55
S12,2021-08-19,49
S13,2021-08-19,44
S14,2021-08-19,33
S15,2021-08-19,37
S1,2021-08-20,10
S2,2021-08-20,23
S3,2021-08-20,37
S4,2021-08-20,11
S5,2021-08-20,45
S6,2021-08-20,16
S7,2021-08-20,50
S8,2021-08-20,27
S9,2021-08-20,10
S10,2021-08-20,46
S11,2021-08-20,32
S12,2021-08-20,56
S13,2021-08-20,19
S14,2021-08-20,22
S15,2021-08-20,31
S1,2021-08-21,63
S2,2021-08-21,21
S3,2021-08-21,53
S4,2021-08-21,31
S5,2021-08-21,37
S6,2021-08-21,21
S7,2021-08-21,39
S8,2021-08-21,19
S9,2021-08-21,51
S10,2021-08-21,36
S11,2021-08-21,12
S12,2021-08-21,36
S13,2021-08-21,18
S14,2021-08-21,46
S15,2021-08-21,24
S1,2021-08-22,61
S2,2021-08-22,42
S3,2021-08-22,43
S4,2021-08-22,62
S5,2021-08-22,51
S6,2021-08-22,58
S7,2021-08-22,48
S8,2021-08-22,16
S9,2021-08-22,59
S10,2021-08-22,12
S11,2021-08-22,48
S12,2021-08-22,60
S13,2021-08-22,47
S14,2021-08-22,32
S15,2021-08-22,40
S1,2021-08-23,35
S2,2021-08-23,22
S3,2021-08-23,43
S4,2021-08-23,33
S5,2021-08-23,39
S6,2021-08-23,44
S7,2021-08-23,61
S8,2021-08-23,22
S9,2021-08-23,61
S10,2021-08-23,26
S11,2021-08-23,35
S12,2021-08-23,13
S13,2021-08-23,51
S14,2021-08-23,39
S15,2021-08-23,43
S1,2021-08-24,45
S2,2021-08-24,42
S3,2021-08-24,45
S4,2021-08-24,50
S5,2021-08-24,49
S6,2021-08-24,55
S7,2021-08-24,23
S8,2021-08-24,22
S9,2021-08-24,35
S10,2021-08-24,37
S11,2021-08-24,24
S12,2021-08-24,14
S13,2021-08-24,59
S14,2021-08-24,29
S15,2021-08-24,53
S1,2021-08-25,25
S2,2021-08-25,56
S3,2021-08-25,51
S4,2021-08-25,20
S5,2021-08-25,10
S6,2021-08-25,55
S7,2021-08-25,57
S8,2021-08-25,49
S9,2021-08-25,17
S10,2021-08-25,44
S11,2021-08-25,64
S12,2021-08-25,30
S13,2021-08-25,46
S14,2021-08-25,46
S15,2021-08-25,25
S1,2021-08-26,54
S2,2021-08-26,62
S3,2021-08-26,42
S4,2021-08-26,26
S5,2021-08-26,31
S6,2021-08-26,16
S7,2021-08-26,24
S8,2021-08-26,61
S9,2021-08-26,48
S10,2021-08-26,50
S11,2021-08-26,22
S12,2021-08-26,10
S13,2021-08-26,17
S14,2021-08-26,61
S15,2021-08-26,24
S1,2021-08-27,39
S2,2021-08-27,12
S3,2021-08-27,58
S4,2021-08-27,17
S5,2021-08-27,10
S6,2021-08-27,44
S7,2021-08-27,27
S8,2021-08-27,40
S9,2021-08-27,38
S10,2021-08-27,53
S11,2021-08-27,53
S12,2021-08-27,57
S13,2021-08-27,38
S14,2021-08-27,16
S15,2021-08-27,50
S1,2021-08-28,34
S2,2021-08-28,41
S3,2021-08-28,40
S4,2021-08-28,20
S5,2021-08-28,47
S6,2021-08-28,26
S7,2021-08-28,37
S8,2021-08-28,43
S9,2021-08-28,62
S10,2021-08-28,47
S11,2021-08-28,11
S12,2021-08-28,60
S13,2021-08-28,13
S14,2021-08-28,35
S15,2021-08-28,53
S1,2021-08-29,54
S2,2021-08-29,49
S3,2021-08-29,53
S4,2021-08-29,57
S5,2021-08-29,14
S6,2021-08-29,62
S7,2021-08-29,37
S8,2021-08-29,39
S9,2021-08-29,45
S10,2021-08-29,46
S11,2021-08-29,37
S12,2021-08-29,32
S13,2021-08-29,13
S14,2021-08-29,37
S15,2021-08-29,43
S1,2021-08-30,24
S2,2021-08-30,51
S3,2021-08-30,55
S4,2021-08-30,63
S5,2021-08-30,25
S6,2021-08-30,45
S7,2021-08-30,34
S8,2021-08-30,62
S9,2021-08-30,23
S10,2021-08-30,63
S11,2021-08-30,12
S12,2021-08-30,33
S13,2021-08-30,60
S14,2021-08-30,34
S15,2021-08-30,64
S1,2021-08-31,48
S2,2021-08-31,23
S3,2021-08-31,14
S4,2021-08-31,50
S5,2021-08-31,63
S6,2021-08-31,13
S7,2021-08-31,13
S8,2021-08-31,45
S9,2021-08-31,11
S10,2021-08-31,52
S11,2021-08-31,62
S12,2021-08-31,12
S13,2021-08-31,60
S14,2021-08-31,38
S15,2021-08-31,19
S1,2021-09-01,59
S2,2021-09-01,33
S3,2021-09-01,15
S4,2021-09-01,28
S5,2021-09-01,33
S6,2021-09-01,25
S7,2021-09-01,14
S8,2021-09-01,15
S9,2021-09-01,19
S10,2021-09-01,18
S11,2021-09-01,30
S12,2021-09-01,51
S13,2021-09-01,40
S14,2021-09-01,59
S15,2021-09-01,11
S1,2021-09-02,39
S2,2021-09-02,41
S3,2021-09-02,14
S4,2021-09-02,46
S5,2021-09-02,62
S6,2021-09-02,24
S7,2021-09-02,27
S8,2021-09-02,28
S9,2021-09-02,39
S10,2021-09-02,40
S11,2021-09-02,21
S12,2021-09-02,15
S13,2021-09-02,54
S14,2021-09-02,20
S15,2021-09-02,28
S1,2021-09-03,43
S2,2021-09-03,39
S3,2021-09-03,33
S4,2021-09-03,13
S5,2021-09-03,13
S6,2021-09-03,44
S7,2021-09-03,28
S8,2021-09-03,42
S9,2021-09-03,11
S10,2021-09-03,49
S11,2021-09-03,44
S12,2021-09-03,18
S13,2021-09-03,60
S14,2021-09-03,41
S15,2021-09-03,42
S1,2021-09-04,26
S2,2021-09-04,38
S3,2021-09-04,51
S4,2021-09-04,64
S5,2021-09-04,23
S6,2021-09-04,31
S7,2021-09-04,62
S8,2021-09-04,23
S9,2021-09-04,41
S10,2021-09-04,60
S11,2021-09-04,41
S12,2021-09-04,14
S13,2021-09-04,40
S14,2021-09-04,53
S15,2021-09-04,22
S1,2021-09-05,19
S2,2021-09-05,25
S3,2021-09-05,59
S4,2021-09-05,56
S5,2021-09-05,39
S6,2021-09-05,56
S7,2021-09-05,28
S8,2021-09-05,36
S9,2021-09-05,55
S10,2021-09-05,32
S11,2021-09-05,20
S12,2021-09-05,63
S13,2021-09-05,13
S14,2021-09-05,62
S15,2021-09-05,28
S1,2021-09-06,16
S2,2021-09-06,32
S3,2021-09-06,51
S4,2021-09-06,61
S5,2021-09-06,23
S6,2021-09-06,48
S7,2021-09-06,28
S8,2021-09-06,54
S9,2021-09-06,62
S10,2021-09-06,61
S11,2021-09-06,46
S12,2021-09-06,26
S13,2021-09-06,57
S14,2021-09-06,17
S15,2021-09-06,36
S1,2021-09-07,40
S2,2021-09-07,52
S3,2021-09-07,54
S4,2021-09-07,54
S5,2021-09-07,39
S6,2021-09-07,28
S7,2021-09-07,23
S8,2021-09-07,14
S9,2021-09-07,12
S10,2021-09-07,51
S11,2021-09-07,63
S12,2021-09-07,11
S13,2021-09-07,60
S14,2021-09-07,42
S15,2021-09-07,12
S1,2021-09-08,32
S2,2021-09-08,58
S3,2021-09-08,25
S4,2021-09-08,23
S5,2021-09-08,54
S6,2021-09-08,19
S7,2021-09-08,27
S8,2021-09-08,43
S9,2021-09-08,39
S10,2021-09-08,39
S11,2021-09-08,55
S12,2021-09-08,36
S13,2021-09-08,61
S14,2021-09-08,59
S15,2021-09-08,58
S1,2021-09-09,40
S2,2021-09-09,36
S3,2021-09-09,28
S4,2021-09-09,29
S5,2021-09-09,57
S6,2021-09-09,33
S7,2021-09-09,19
S8,2021-09-09,23
S9,2021-09-09,33
S10,2021-09-09,64
S11,2021-09-09,57
S12,2021-09-09,27
S13,2021-09-09,49
S14,2021-09-09,19
S15,2021-09-09,25
S1,2021-09-10,46
S2,2021-09-10,33
S3,2021-09-10,22
S4,2021-09-10,60
S5,2021-09-10,39
S6,2021-09-10,52
S7,2021-09-10,10
S8,2021-09-10,43
S9,2021-09-10,28
S10,2021-09-10,26
S11,2021-09-10,22
S12,2021-09-10,18
S13,2021-09-10,25
S14,2021-09-10,25
S15,2021-09-10,48
S1,2021-09-11,57
S2,2021-09-11,26
S3,2021-09-11,19
S4,2021-09-11,18
S5,2021-09-11,21
S6,2021-09-11,37
S7,2021-09-11,47
S8,2021-09-11,41
S9,2021-09-11,50
S10,2021-09-11,43
S11,2021-09-11,23
S12,2021-09-11,44
S13,2021-09-11,57
S14,2021-09-11,23
S15,2021-09-11,62
S1,2021-09-12,56
S2,2021-09-12,43
S3,2021-09-12,33
S4,2021-09-12,23
S5,2021-09-12,57
S6,2021-09-12,32
S7,2021-09-12,23
S8,2021-09-12,11
S9,2021-09-12,29
S10,2021-09-12,16
S11,2021-09-12,39
S12,2021-09-12,57
S13,2021-09-12,10
S14,2021-09-12,12
S15,2021-09-12,44
S1,2021-09-13,25
S2,2021-09-13,59
S3,2021-09-13,63
S4,2021-09-13,49
S5,2021-09-13,17
S6,2021-09-13,40
S7,2021-09-13,18
S8,2021-09-13,41
S9,2021-09-13,63
S10,2021-09-13,53
S11,2021-09-13,63
S12,2021-09-13,57
S13,2021-09-13,37
S14,2021-09-13,27
S15,2021-09-13,26
S1,2021-09-14,17
S2,2021-09-14,18
S3,2021-09-14,30
S4,2021-09-14,31
S5,2021-09-14,34
S6,2021-09-14,44
S7,2021-09-14,49
S8,2021-09-14,11
S9,2021-09-14,32
S10,2021-09-14,26
S11,2021-09-14,43
S12,2021-09-14,25
S13,2021-09-14,54
S14,2021-09-14,12
S15,2021-09-14,47
S1,2021-09-15,44
S2,2021-09-15,47
S3,2021-09-15,38
S4,2021-09-15,15
S5,2021-09-15,28
S6,2021-09-15,28
S7,2021-09-15,46
S8,2021-09-15,17
S9,2021-09-15,15
S10,2021-09-15,31
S11,2021-09-15,48
S12,2021-09-15,11
S13,2021-09-15,35
S14,2021-09-15,35
S15,2021-09-15,58
S1,2021-09-16,39
S2,2021-09-16,50
S3,2021-09-16,48
S4,2021-09-16,13
S5,2021-09-16,64
S6,2021-09-16,30
S7,2021-09-16,36
S8,2021-09-16,43
S9,2021-09-16,42
S10,2021-09-16,10
S11,2021-09-16,40
S12,2021-09-16,58
S13,2021-09-16,40
S14,2021-09-16,33
S15,2021-09-16,38
S1,2021-09-17,24
S2,2021-09-17,28
S3,2021-09-17,39
S4,2021-09-17,25
S5,2021-09-17,18
S6,2021-09-17,26
S7,2021-09-17,29
S8,2021-09-17,32
S9,2021-09-17,63
S10,2021-09-17,62
S11,2021-09-17,36
S12,2021-09-17,11
S13,2021-09-17,24
S14,2021-09-17,64
S15,2021-09-17,51
S1,2021-09-18,42
S2,2021-09-18,23
S3,2021-09-18,40
S4,2021-09-18,39
S5,2021-09-18,51
S6,2021-09-18,58
S7,2021-09-18,41
S8,2021-09-18,51
S9,2021-09-18,12
S10,2021-09-18,26
S11,2021-09-18,17
S12,2021-09-18,13
S13,2021-09-18,60
S14,2021-09-18,15
S15,2021-09-18,53
S1,2021-09-19,35
S2,2021-09-19,15
S3,2021-09-19,48
S4,2021-09-19,41
S5,2021-09-19,16
S6,2021-09-19,30
S7,2021-09-19,37
S8,2021-09-19,19
S9,2021-09-19,26
S10,2021-09-19,42
S11,2021-09-19,20
S12,2021-09-19,28
S13,2021-09-19,50
S14,2021-09-19,15
S15,2021-09-19,37
S1,2021-09-20,29
S2,2021-09-20,22
S3,2021-09-20,43
S4,2021-09-20,56
S5,2021-09-20,32
S6,2021-09-20,26
S7,2021-09-20,27
S8,2021-09-20,11
S9,2021-09-20,46
S10,2021-09-20,45
S11,2021-09-20,47
S12,2021-09-20,41
S13,2021-09-20,36
S14,2021-09-20,64
S15,2021-09-20,10
S1,2021-09-21,22
S2,2021-09-21,33
S3,2021-09-21,26
S4,2021-09-21,20
S5,2021-09-21,37
S6,2021-09-21,30
S7,2021-09-21,27
S8,2021-09-21,47
S9,2021-09-21,58
S10,2021-09-21,30
S11,2021-09-21,14
S12,2021-09-21,14
S13,2021-09-21,23
S14,2021-09-21,62
S15,2021-09-21,41
S1,2021-09-22,39
S2,2021-09-22,56
S3,2021-09-22,45
S4,2021-09-22,40
S5,2021-09-22,62
S6,2021-09-22,60
S7,2021-09-22,34
S8,2021-09-22,14
S9,2021-09-22,47
S10,2021-09-22,36
S11,2021-09-22,17
S12,2021-09-22,13
S13,2021-09-22,12
S14,2021-09-22,61
S15,2021-09-22,33
S1,2021-09-23,53
S2,2021-09-23,11
S3,2021-09-23,20
S4,2021-09-23,26
S5,2021-09-23,29
S6,2021-09-23,52
S7,2021-09-23,11
S8,2021-09-23,39
S9,2021-09-23,42
S10,2021-09-23,16
S11,2021-09-23,11
S12,2021-09-23,39
S13,2021-09-23,50
S14,2021-09-23,36
S15,2021-09-23,28
S1,2021-09-24,22
S2,2021-09-24,14
S3,2021-09-24,14
S4,2021-09-24,14
S5,2021-09-24,16
S6,2021-09-24,56
S7,2021-09-24,61
S8,2021-09-24,60
S9,2021-09-24,12
S10,2021-09-24,15
S11,2021-09-24,53
S12,2021-09-24,29
S13,2021-09-24,44
S14,2021-09-24,49
S15,2021-09-24,30
S1,2021-09-25,27
S2,2021-09-25,25
S3,2021-09-25,51
S4,2021-09-25,34
S5,2021-09-25,42
S6,2021-09-25,12
S7,2021-09-25,58
S8,2021-09-25,62
S9,2021-09-25,42
S10,2021-09-25,54
S11,2021-09-25,37
S12,2021-09-25,26
S13,2021-09-25,12
S14,2021-09-25,33
S15,2021-09-25,60
S1,2021-09-26,31
S2,2021-09-26,49
S3,2021-09-26,43
S4,2021-09-26,29
S5,2021-09-26,23
S6,2021-09-26,12
S7,2021-09-26,64
S8,2021-09-26,62
S9,2021-09-26,55
S10,2021-09-26,42
S11,2021-09-26,57
S12,2021-09-26,15
S13,2021-09-26,17
S14,2021-09-26,20
S15,2021-09-26,41
S1,2021-09-27,33
S2,2021-09-27,32
S3,2021-09-27,55
S4,2021-09-27,22
S5,2021-09-27,54
S6,2021-09-27,51
S7,2021-09-27,52
S8,2021-09-27,25
S9,2021-09-27,59
S10,2021-09-27,25
S11,2021-09-27,28
S12,2021-09-27,16
S13,2021-09-27,36
S14,2021-09-27,25
S15,2021-09-27,43
S1,2021-09-28,39
S2,2021-09-28,58
S3,2021-09-28,37
S4,2021-09-28,17
S5,2021-09-28,49
S6,2021-09-28,13
S7,2021-09-28,50
S8,2021-09-28,25
S9,2021-09-28,35
S10,2021-09-28,27
S11,2021-09-28,27
S12,2021-09-28,28
S13,2021-09-28,61
S14,2021-09-28,57
S15,2021-09-28,49
S1,2021-09-29,62
S2,2021-09-29,51
S3,2021-09-29,51
S4,2021-09-29,11
S5,2021-09-29,31
S6,2021-09-29,15
S7,2021-09-29,36
S8,2021-09-29,55
S9,2021-09-29,43
S10,2021-09-29,19
S11,2021-09-29,43
S12,2021-09-29,33
S13,2021-09-29,49
S14,2021-09-29,13
S15,2021-09-29,59
S1,2021-09-30,61
S2,2021-09-30,38
S3,2021-09-30,47
S4,2021-09-30,21
S5,2021-09-30,12
S6,2021-09-30,64
S7,2021-09-30,42
S8,2021-09-30,10
S9,2021-09-30,36
S10,2021-09-30,37
S11,2021-09-30,47
S12,2021-09-30,17
S13,2021-09-30,30
S14,2021-09-30,60
S15,2021-09-30,37
S1,2021-10-01,33
S2,2021-10-01,56
S3,2021-10-01,32
S4,2021-10-01,19
S5,2021-10-01,27
S6,2021-10-01,42
S7,2021-10-01,29
S8,2021-10-01,35
S9,2021-10-01,58
S10,2021-10-01,38
S11,2021-10-01,13
S12,2021-10-01,13
S13,2021-10-01,59
S14,2021-10-01,62
S15,2021-10-01,15
S1,2021-10-02,45
S2,2021-10-02,11
S3,2021-10-02,21
S4,2021-10-02,40
S5,2021-10-02,31
S6,2021-10-02,54
S7,2021-10-02,45
S8,2021-10-02,49
S9,2021-10-02,54
S10,2021-10-02,50
S11,2021-10-02,29
S12,2021-10-02,50
S13,2021-10-02,25
S14,2021-10-02,39
S15,2021-10-02,49
S1,2021-10-03,63
S2,2021-10-03,16
S3,2021-10-03,59
S4,2021-10-03,16
S5,2021-10-03,51
S6,2021-10-03,52
S7,2021-10-03,10
S8,2021-10-03,39
S9,2021-10-03,50
S10,2021-10-03,26
S11,2021-10-03,41
S12,2021-10-03,12
S13,2021-10-03,53
S14,2021-10-03,48
S15,2021-10-03,64
S1,2021-10-04,61
S2,2021-10-04,48
S3,2021-10-04,12
S4,2021-10-04,31
S5,2021-10-04,56
S6,2021-10-04,45
S7,2021-10-04,60
S8,2021-10-04,54
S9,2021-10-04,39
S10,2021-10-04,47
S11,2021-10-04,52
S12,2021-10-04,16
S13,2021-10-04,43
S14,2021-10-04,33
S15,2021-10-04,63
S1,2021-10-05,57
S2,2021-10-05,14
S3,2021-10-05,60
S4,2021-10-05,19
S5,2021-10-05,40
S6,2021-10-05,62
S7,2021-10-05,18
S8,2021-10-05,53
S9,2021-10-05,21
S10,2021-10-05,27
S11,2021-10-05,44
S12,2021-10-05,36
S13,2021-10-05,35
S14,2021-10-05,24
S15,2021-10-05,55
S1,2021-10-06,51
S2,2021-10-06,57
S3,2021-10-06,10
S4,2021-10-06,55
S5,2021-10-06,54
S6,2021-10-06,45
S7,2021-10-06,47
S8,2021-10-06,59
S9,2021-10-06,47
S10,2021-10-06,13
S11,2021-10-06,12
S12,2021-10-06,26
S13,2021-10-06,30
S14,2021-10-06,33
S15,2021-10-06,63
S1,2021-10-07,46
S2,2021-10-07,32
S3,2021-10-07,15
S4,2021-10-07,52
S5,2021-10-07,34
S6,2021-10-07,36
S7,2021-10-07,17
S8,2021-10-07,44
S9,2021-10-07,18
S10,2021-10-07,12
S11,2021-10-07,52
S12,2021-10-07,60
S13,2021-10-07,56
S14,2021-10-07,14
S15,2021-10-07,22
S1,2021-10-08,18
S2,2021-10-08,35
S3,2021-10-08,40
S4,2021-10-08,48
S5,2021-10-08,61
S6,2021-10-08,60
S7,2021-10-08,15
S8,2021-10-08,52
S9,2021-10-08,44
S10,2021-10-08,27
S11,2021-10-08,19
S12,2021-10-08,20
S13,2021-10-08,23
S14,2021-10-08,15
S15,2021-10-08,37
S1,2021-10-09,45
S2,2021-10-09,52
S3,2021-10-09,30
S4,2021-10-09,22
S5,2021-10-09,45
S6,2021-10-09,21
S7,2021-10-09,30
S8,2021-10-09,48
S9,2021-10-09,54
S10,2021-10-09,28
S11,2021-10-09,44
S12,2021-10-09,22
S13,2021-10-09,57
S14,2021-10-09,52
S15,2021-10-09,11
S1,2021-10-10,50
S2,2021-10-10,56
S3,2021-10-10,55
S4,2021-10-10,34
S5,2021-10-10,59
S6,2021-10-10,42
S7,2021-10-10,51
S8,2021-10-10,47
S9,2021-10-10,36
S10,2021-10-10,13
S11,2021-10-10,40
S12,2021-10-10,44
S13,2021-10-10,36
S14,2021-10-10,34
S15,2021-10-10,24
S1,2021-10-11,25
S2,2021-10-11,58
S3,2021-10-11,38
S4,2021-10-11,46
S5,2021-10-11,32
S6,2021-10-11,10
S7,2021-10-11,40
S8,2021-10-11,43
S9,2021-10-11,33
S10,2021-10-11,10
S11,2021-10-11,53
S12,2021-10-11,52
S13,2021-10-11,50
S14,2021-10-11,30
S15,2021-10-11,27
S1,2021-10-12,47
S2,2021-10-12,23
S3,2021-10-12,10
S4,2021-10-12,42
S5,2021-10-12,42
S6,2021-10-12,28
S7,2021-10-12,30
S8,2021-10-12,53
S9,2021-10-12,21
S10,2021-10-12,60
S11,2021-10-12,58
S12,2021-10-12,15
S13,2021-10-12,58
S14,2021-10-12,19
S15,2021-10-12,14
S1,2021-10-13,42
S2,2021-10-13,59
S3,2021-10-13,23
S4,2021-10-13,39
S5,2021-10-13,12
S6,2021-10-13,51
S7,2021-10-13,49
S8,2021-10-13,21
S9,2021-10-13,30
S10,2021-10-13,10
S11,2021-10-13,19
S12,2021-10-13,23
S13,2021-10-13,31
S14,2021-10-13,34
S15,2021-10-13,16
S1,2021-10-14,55
S2,2021-10-14,10
S3,2021-10-14,26
S4,2021-10-14,19
S5,2021-10-14,31
S6,2021-10-14,27
S7,2021-10-14,44
S8,2021-10-14,58
S9,2021-10-14,57
S10,2021-10-14,61
S11,2021-10-14,60
S12,2021-10-14,14
S13,2021-10-14,27
S14,2021-10-14,50
S15,2021-10-14,38
S1,2021-10-15,60
S2,2021-10-15,46
S3,2021-10-15,34
S4,2021-10-15,28
S5,2021-10-15,33
S6,2021-10-15,58
S7,2021-10-15,38
S8,2021-10-15,20
S9,2021-10-15,27
S10,2021-10-15,41
S11,2021-10-15,63
S12,2021-10-15,11
S13,2021-10-15,44
S14,2021-10-15,41
S15,2021-10-15,32
S1,2021-10-16,15
S2,2021-10-16,63
S3,2021-10-16,29
S4,2021-10-16,14
S5,2021-10-16,14
S6,2021-10-16,57
S7,2021-10-16,53
S8,2021-10-16,49
S9,2021-10-16,53
S10,2021-10-16,52
S11,2021-10-16,62
S12,2021-10-16,11
S13,2021-10-16,30
S14,2021-10-16,43
S15,2021-10-16,17
S1,2021-10-17,46
S2,2021-10-17,32
S3,2021-10-17,35
S4,2021-10-17,56
S5,2021-10-17,15
S6,2021-10-17,38
S7,2021-10-17,54
S8,2021-10-17,13
S9,2021-10-17,11
S10,2021-10-17,23
S11,2021-10-17,26
S12,2021-10-17,55
S13,2021-10-17,64
S14,2021-10-17,43
S15,2021-10-17,32
S1,2021-10-18,25
S2,2021-10-18,64
S3,2021-10-18,26
S4,2021-10-18,34
S5,2021-10-18,56
S6,2021-10-18,61
S7,2021-10-18,49
S8,2021-10-18,22
S9,2021-10-18,46
S10,2021-10-18,45
S11,2021-10-18,16
S12,2021-10-18,62
S13,2021-10-18,45
S14,2021-10-18,41
S15,2021-10-18,35
S1,2021-10-19,57
S2,2021-10-19,17
S3,2021-10-19,42
S4,2021-10-19,20
S5,2021-10-19,59
S6,2021-10-19,41
S7,2021-10-19,41
S8,2021-10-19,53
S9,2021-10-19,36
S10,2021-10-19,59
S11,2021-10-19,26
S12,2021-10-19,59
S13,2021-10-19,28
S14,2021-10-19,56
S15,2021-10-19,53
S1,2021-10-20,12
S2,2021-10-20,54
S3,2021-10-20,15
S4,2021-10-20,30
S5,2021-10-20,36
S6,2021-10-20,62
S7,2021-10-20,49
S8,2021-10-20,61
S9,2021-10-20,51
S10,2021-10-20,20
S11,2021-10-20,61
S12,2021-10-20,19
S13,2021-10-20,54
S14,2021-10-20,20
S15,2021-10-20,63
S1,2021-10-21,40
S2,2021-10-21,18
S3,2021-10-21,37
S4,2021-10-21,40
S5,2021-10-21,30
S6,2021-10-21,18
S7,2021-10-21,22
S8,2021-10-21,53
S9,2021-10-21,49
S10,2021-10-21,56
S11,2021-10-21,49
S12,2021-10-21,21
S13,2021-10-21,55
S14,2021-10-21,40
S15,2021-10-21,40
S1,2021-10-22,11
S2,2021-10-22,31
S3,2021-10-22,31
S4,2021-10-22,57
S5,2021-10-22,43
S6,2021-10-22,27
S7,2021-10-22,56
S8,2021-10-22,25
S9,2021-10-22,14
S10,2021-10-22,37
S11,2021-10-22,17
S12,2021-10-22,21
S13,2021-10-22,55
S14,2021-10-22,10
S15,2021-10-22,62
S1,2021-10-23,31
S2,2021-10-23,51
S3,2021-10-23,42
S4,2021-10-23,37
S5,2021-10-23,28
S6,2021-10-23,17
S7,2021-10-23,32
S8,2021-10-23,52
S9,2021-10-23,35
S10,2021-10-23,44
S11,2021-10-23,54
S12,2021-10-23,10
S13,2021-10-23,31
S14,2021-10-23,38
S15,2021-10-23,51
S1,2021-10-24,51
S2,2021-10-24,59
S3,2021-10-24,30
S4,2021-10-24,21
S5,2021-10-24,18
S6,2021-10-24,40
S7,2021-10-24,53
S8,2021-10-24,61
S9,2021-10-24,42
S10,2021-10-24,45
S11,2021-10-24,49
S12,2021-10-24,57
S13,2021-10-24,32
S14,2021-10-24,12
S15,2021-10-24,23
S1,2021-10-25,61
S2,2021-10-25,32
S3,2021-10-25,53
S4,2021-10-25,51
S5,2021-10-25,35
S6,2021-10-25,62
S7,2021-10-25,44
S8,2021-10-25,27
S9,2021-10-25,21
S10,2021-10-25,32
S11,2021-10-25,44
S12,2021-10-25,43
S13,2021-10-25,60
S14,2021-10-25,23
S15,2021-10-25,53
S1,2021-10-26,26
S2,2021-10-26,34
S3,2021-10-26,51
S4,2021-10-26,27
S5,2021-10-26,51
S6,2021-10-26,22
S7,2021-10-26,55
S8,2021-10-26,44
S9,2021-10-26,56
S10,2021-10-26,32
S11,2021-10-26,43
S12,2021-10-26,55
S13,2021-10-26,64
S14,2021-10-26,56
S15,2021-10-26,44
S1,2021-10-27,25
S2,2021-10-27,64
S3,2021-10-27,50
S4,2021-10-27,22
S5,2021-10-27,47
S6,2021-10-27,32
S7,2021-10-27,22
S8,2021-10-27,45
